inventory_id,film_id,store_id,last_update
208,46,2,2022-02-15 10:09:17.000000 +00:00
209,46,2,2022-02-15 10:09:17.000000 +00:00
210,47,2,2022-02-15 10:09:17.000000 +00:00
211,47,2,2022-02-15 10:09:17.000000 +00:00
212,48,1,2022-02-15 10:09:17.000000 +00:00
213,48,1,2022-02-15 10:09:17.000000 +00:00
214,48,2,2022-02-15 10:09:17.000000 +00:00
215,48,2,2022-02-15 10:09:17.000000 +00:00
216,49,1,2022-02-15 10:09:17.000000 +00:00
217,49,1,2022-02-15 10:09:17.000000 +00:00
218,49,1,2022-02-15 10:09:17.000000 +00:00
219,49,2,2022-02-15 10:09:17.000000 +00:00
220,49,2,2022-02-15 10:09:17.000000 +00:00
221,49,2,2022-02-15 10:09:17.000000 +00:00
222,50,1,2022-02-15 10:09:17.000000 +00:00
223,50,1,2022-02-15 10:09:17.000000 +00:00
224,50,1,2022-02-15 10:09:17.000000 +00:00
225,50,2,2022-02-15 10:09:17.000000 +00:00
226,50,2,2022-02-15 10:09:17.000000 +00:00
227,51,1,2022-02-15 10:09:17.000000 +00:00
228,51,1,2022-02-15 10:09:17.000000 +00:00
229,51,2,2022-02-15 10:09:17.000000 +00:00
230,51,2,2022-02-15 10:09:17.000000 +00:00
231,51,2,2022-02-15 10:09:17.000000 +00:00
232,51,2,2022-02-15 10:09:17.000000 +00:00
233,52,2,2022-02-15 10:09:17.000000 +00:00
234,52,2,2022-02-15 10:09:17.000000 +00:00
235,53,1,2022-02-15 10:09:17.000000 +00:00
236,53,1,2022-02-15 10:09:17.000000 +00:00
237,54,1,2022-02-15 10:09:17.000000 +00:00
238,54,1,2022-02-15 10:09:17.000000 +00:00
239,54,1,2022-02-15 10:09:17.000000 +00:00
240,54,2,2022-02-15 10:09:17.000000 +00:00
241,54,2,2022-02-15 10:09:17.000000 +00:00
242,55,1,2022-02-15 10:09:17.000000 +00:00
243,55,1,2022-02-15 10:09:17.000000 +00:00
244,55,1,2022-02-15 10:09:17.000000 +00:00
245,55,1,2022-02-15 10:09:17.000000 +00:00
246,55,2,2022-02-15 10:09:17.000000 +00:00
247,55,2,2022-02-15 10:09:17.000000 +00:00
248,56,1,2022-02-15 10:09:17.000000 +00:00
249,56,1,2022-02-15 10:09:17.000000 +00:00
250,56,1,2022-02-15 10:09:17.000000 +00:00
251,56,2,2022-02-15 10:09:17.000000 +00:00
252,56,2,2022-02-15 10:09:17.000000 +00:00
253,57,1,2022-02-15 10:09:17.000000 +00:00
254,57,1,2022-02-15 10:09:17.000000 +00:00
255,57,1,2022-02-15 10:09:17.000000 +00:00
256,57,1,2022-02-15 10:09:17.000000 +00:00
257,57,2,2022-02-15 10:09:17.000000 +00:00
258,57,2,2022-02-15 10:09:17.000000 +00:00
259,57,2,2022-02-15 10:09:17.000000 +00:00
260,58,2,2022-02-15 10:09:17.000000 +00:00
261,58,2,2022-02-15 10:09:17.000000 +00:00
262,58,2,2022-02-15 10:09:17.000000 +00:00
263,58,2,2022-02-15 10:09:17.000000 +00:00
264,59,1,2022-02-15 10:09:17.000000 +00:00
265,59,1,2022-02-15 10:09:17.000000 +00:00
266,59,1,2022-02-15 10:09:17.000000 +00:00
267,59,2,2022-02-15 10:09:17.000000 +00:00
268,59,2,2022-02-15 10:09:17.000000 +00:00
269,60,1,2022-02-15 10:09:17.000000 +00:00
270,60,1,2022-02-15 10:09:17.000000 +00:00
271,60,1,2022-02-15 10:09:17.000000 +00:00
272,61,1,2022-02-15 10:09:17.000000 +00:00
273,61,1,2022-02-15 10:09:17.000000 +00:00
274,61,1,2022-02-15 10:09:17.000000 +00:00
275,61,1,2022-02-15 10:09:17.000000 +00:00
276,61,2,2022-02-15 10:09:17.000000 +00:00
277,61,2,2022-02-15 10:09:17.000000 +00:00
278,62,2,2022-02-15 10:09:17.000000 +00:00
279,62,2,2022-02-15 10:09:17.000000 +00:00
280,63,1,2022-02-15 10:09:17.000000 +00:00
281,63,1,2022-02-15 10:09:17.000000 +00:00
282,63,2,2022-02-15 10:09:17.000000 +00:00
283,63,2,2022-02-15 10:09:17.000000 +00:00
284,64,2,2022-02-15 10:09:17.000000 +00:00
285,64,2,2022-02-15 10:09:17.000000 +00:00
286,64,2,2022-02-15 10:09:17.000000 +00:00
287,65,2,2022-02-15 10:09:17.000000 +00:00
288,65,2,2022-02-15 10:09:17.000000 +00:00
289,65,2,2022-02-15 10:09:17.000000 +00:00
290,65,2,2022-02-15 10:09:17.000000 +00:00
291,66,1,2022-02-15 10:09:17.000000 +00:00
292,66,1,2022-02-15 10:09:17.000000 +00:00
293,66,1,2022-02-15 10:09:17.000000 +00:00
294,67,1,2022-02-15 10:09:17.000000 +00:00
295,67,1,2022-02-15 10:09:17.000000 +00:00
296,67,2,2022-02-15 10:09:17.000000 +00:00
297,67,2,2022-02-15 10:09:17.000000 +00:00
298,67,2,2022-02-15 10:09:17.000000 +00:00
299,67,2,2022-02-15 10:09:17.000000 +00:00
300,68,1,2022-02-15 10:09:17.000000 +00:00
301,68,1,2022-02-15 10:09:17.000000 +00:00
302,68,2,2022-02-15 10:09:17.000000 +00:00
303,68,2,2022-02-15 10:09:17.000000 +00:00
304,69,1,2022-02-15 10:09:17.000000 +00:00
305,69,1,2022-02-15 10:09:17.000000 +00:00
306,69,1,2022-02-15 10:09:17.000000 +00:00
307,69,1,2022-02-15 10:09:17.000000 +00:00
308,69,2,2022-02-15 10:09:17.000000 +00:00
309,69,2,2022-02-15 10:09:17.000000 +00:00
310,69,2,2022-02-15 10:09:17.000000 +00:00
311,69,2,2022-02-15 10:09:17.000000 +00:00
312,70,1,2022-02-15 10:09:17.000000 +00:00
313,70,1,2022-02-15 10:09:17.000000 +00:00
314,70,2,2022-02-15 10:09:17.000000 +00:00
315,70,2,2022-02-15 10:09:17.000000 +00:00
316,71,2,2022-02-15 10:09:17.000000 +00:00
317,71,2,2022-02-15 10:09:17.000000 +00:00
318,71,2,2022-02-15 10:09:17.000000 +00:00
319,71,2,2022-02-15 10:09:17.000000 +00:00
320,72,1,2022-02-15 10:09:17.000000 +00:00
321,72,1,2022-02-15 10:09:17.000000 +00:00
322,72,1,2022-02-15 10:09:17.000000 +00:00
323,72,1,2022-02-15 10:09:17.000000 +00:00
324,72,2,2022-02-15 10:09:17.000000 +00:00
325,72,2,2022-02-15 10:09:17.000000 +00:00
326,73,1,2022-02-15 10:09:17.000000 +00:00
327,73,1,2022-02-15 10:09:17.000000 +00:00
328,73,1,2022-02-15 10:09:17.000000 +00:00
329,73,1,2022-02-15 10:09:17.000000 +00:00
330,73,2,2022-02-15 10:09:17.000000 +00:00
331,73,2,2022-02-15 10:09:17.000000 +00:00
332,73,2,2022-02-15 10:09:17.000000 +00:00
333,73,2,2022-02-15 10:09:17.000000 +00:00
334,74,1,2022-02-15 10:09:17.000000 +00:00
335,74,1,2022-02-15 10:09:17.000000 +00:00
336,74,1,2022-02-15 10:09:17.000000 +00:00
337,74,2,2022-02-15 10:09:17.000000 +00:00
338,74,2,2022-02-15 10:09:17.000000 +00:00
339,75,2,2022-02-15 10:09:17.000000 +00:00
340,75,2,2022-02-15 10:09:17.000000 +00:00
341,75,2,2022-02-15 10:09:17.000000 +00:00
342,76,1,2022-02-15 10:09:17.000000 +00:00
343,76,1,2022-02-15 10:09:17.000000 +00:00
344,76,1,2022-02-15 10:09:17.000000 +00:00
345,77,1,2022-02-15 10:09:17.000000 +00:00
346,77,1,2022-02-15 10:09:17.000000 +00:00
347,77,1,2022-02-15 10:09:17.000000 +00:00
348,77,1,2022-02-15 10:09:17.000000 +00:00
349,77,2,2022-02-15 10:09:17.000000 +00:00
350,77,2,2022-02-15 10:09:17.000000 +00:00
351,78,1,2022-02-15 10:09:17.000000 +00:00
352,78,1,2022-02-15 10:09:17.000000 +00:00
353,78,1,2022-02-15 10:09:17.000000 +00:00
354,78,2,2022-02-15 10:09:17.000000 +00:00
355,78,2,2022-02-15 10:09:17.000000 +00:00
356,78,2,2022-02-15 10:09:17.000000 +00:00
357,78,2,2022-02-15 10:09:17.000000 +00:00
358,79,1,2022-02-15 10:09:17.000000 +00:00
359,79,1,2022-02-15 10:09:17.000000 +00:00
360,79,1,2022-02-15 10:09:17.000000 +00:00
361,79,2,2022-02-15 10:09:17.000000 +00:00
362,79,2,2022-02-15 10:09:17.000000 +00:00
363,79,2,2022-02-15 10:09:17.000000 +00:00
364,80,1,2022-02-15 10:09:17.000000 +00:00
365,80,1,2022-02-15 10:09:17.000000 +00:00
366,80,1,2022-02-15 10:09:17.000000 +00:00
367,80,1,2022-02-15 10:09:17.000000 +00:00
368,81,1,2022-02-15 10:09:17.000000 +00:00
369,81,1,2022-02-15 10:09:17.000000 +00:00
370,81,1,2022-02-15 10:09:17.000000 +00:00
371,81,1,2022-02-15 10:09:17.000000 +00:00
372,82,1,2022-02-15 10:09:17.000000 +00:00
373,82,1,2022-02-15 10:09:17.000000 +00:00
374,83,1,2022-02-15 10:09:17.000000 +00:00
375,83,1,2022-02-15 10:09:17.000000 +00:00
376,83,1,2022-02-15 10:09:17.000000 +00:00
377,83,2,2022-02-15 10:09:17.000000 +00:00
378,83,2,2022-02-15 10:09:17.000000 +00:00
379,84,1,2022-02-15 10:09:17.000000 +00:00
380,84,1,2022-02-15 10:09:17.000000 +00:00
381,84,1,2022-02-15 10:09:17.000000 +00:00
382,84,1,2022-02-15 10:09:17.000000 +00:00
383,85,2,2022-02-15 10:09:17.000000 +00:00
384,85,2,2022-02-15 10:09:17.000000 +00:00
385,85,2,2022-02-15 10:09:17.000000 +00:00
386,85,2,2022-02-15 10:09:17.000000 +00:00
387,86,1,2022-02-15 10:09:17.000000 +00:00
388,86,1,2022-02-15 10:09:17.000000 +00:00
389,86,1,2022-02-15 10:09:17.000000 +00:00
390,86,1,2022-02-15 10:09:17.000000 +00:00
391,86,2,2022-02-15 10:09:17.000000 +00:00
392,86,2,2022-02-15 10:09:17.000000 +00:00
393,86,2,2022-02-15 10:09:17.000000 +00:00
394,86,2,2022-02-15 10:09:17.000000 +00:00
395,88,2,2022-02-15 10:09:17.000000 +00:00
396,88,2,2022-02-15 10:09:17.000000 +00:00
397,88,2,2022-02-15 10:09:17.000000 +00:00
398,88,2,2022-02-15 10:09:17.000000 +00:00
399,89,1,2022-02-15 10:09:17.000000 +00:00
400,89,1,2022-02-15 10:09:17.000000 +00:00
401,89,1,2022-02-15 10:09:17.000000 +00:00
402,89,2,2022-02-15 10:09:17.000000 +00:00
403,89,2,2022-02-15 10:09:17.000000 +00:00
404,89,2,2022-02-15 10:09:17.000000 +00:00
405,90,1,2022-02-15 10:09:17.000000 +00:00
406,90,1,2022-02-15 10:09:17.000000 +00:00
407,90,1,2022-02-15 10:09:17.000000 +00:00
408,90,2,2022-02-15 10:09:17.000000 +00:00
409,90,2,2022-02-15 10:09:17.000000 +00:00
410,90,2,2022-02-15 10:09:17.000000 +00:00
411,91,1,2022-02-15 10:09:17.000000 +00:00
412,91,1,2022-02-15 10:09:17.000000 +00:00
413,91,1,2022-02-15 10:09:17.000000 +00:00
414,91,1,2022-02-15 10:09:17.000000 +00:00
415,91,2,2022-02-15 10:09:17.000000 +00:00
416,91,2,2022-02-15 10:09:17.000000 +00:00
417,91,2,2022-02-15 10:09:17.000000 +00:00
418,91,2,2022-02-15 10:09:17.000000 +00:00
419,92,1,2022-02-15 10:09:17.000000 +00:00
420,92,1,2022-02-15 10:09:17.000000 +00:00
421,92,2,2022-02-15 10:09:17.000000 +00:00
422,92,2,2022-02-15 10:09:17.000000 +00:00
423,93,2,2022-02-15 10:09:17.000000 +00:00
424,93,2,2022-02-15 10:09:17.000000 +00:00
425,93,2,2022-02-15 10:09:17.000000 +00:00
426,94,1,2022-02-15 10:09:17.000000 +00:00
427,94,1,2022-02-15 10:09:17.000000 +00:00
428,95,1,2022-02-15 10:09:17.000000 +00:00
429,95,1,2022-02-15 10:09:17.000000 +00:00
430,95,2,2022-02-15 10:09:17.000000 +00:00
431,95,2,2022-02-15 10:09:17.000000 +00:00
432,95,2,2022-02-15 10:09:17.000000 +00:00
433,96,1,2022-02-15 10:09:17.000000 +00:00
434,96,1,2022-02-15 10:09:17.000000 +00:00
435,96,1,2022-02-15 10:09:17.000000 +00:00
436,97,1,2022-02-15 10:09:17.000000 +00:00
437,97,1,2022-02-15 10:09:17.000000 +00:00
438,97,1,2022-02-15 10:09:17.000000 +00:00
439,97,1,2022-02-15 10:09:17.000000 +00:00
440,97,2,2022-02-15 10:09:17.000000 +00:00
441,97,2,2022-02-15 10:09:17.000000 +00:00
442,98,1,2022-02-15 10:09:17.000000 +00:00
443,98,1,2022-02-15 10:09:17.000000 +00:00
444,98,1,2022-02-15 10:09:17.000000 +00:00
445,99,1,2022-02-15 10:09:17.000000 +00:00
446,99,1,2022-02-15 10:09:17.000000 +00:00
447,99,1,2022-02-15 10:09:17.000000 +00:00
448,99,2,2022-02-15 10:09:17.000000 +00:00
449,99,2,2022-02-15 10:09:17.000000 +00:00
450,99,2,2022-02-15 10:09:17.000000 +00:00
451,100,1,2022-02-15 10:09:17.000000 +00:00
452,100,1,2022-02-15 10:09:17.000000 +00:00
453,100,1,2022-02-15 10:09:17.000000 +00:00
454,100,1,2022-02-15 10:09:17.000000 +00:00
455,100,2,2022-02-15 10:09:17.000000 +00:00
456,100,2,2022-02-15 10:09:17.000000 +00:00
457,101,1,2022-02-15 10:09:17.000000 +00:00
458,101,1,2022-02-15 10:09:17.000000 +00:00
459,101,1,2022-02-15 10:09:17.000000 +00:00
460,101,1,2022-02-15 10:09:17.000000 +00:00
461,101,2,2022-02-15 10:09:17.000000 +00:00
462,101,2,2022-02-15 10:09:17.000000 +00:00
463,102,2,2022-02-15 10:09:17.000000 +00:00
464,102,2,2022-02-15 10:09:17.000000 +00:00
465,103,1,2022-02-15 10:09:17.000000 +00:00
466,103,1,2022-02-15 10:09:17.000000 +00:00
467,103,1,2022-02-15 10:09:17.000000 +00:00
468,103,1,2022-02-15 10:09:17.000000 +00:00
469,103,2,2022-02-15 10:09:17.000000 +00:00
470,103,2,2022-02-15 10:09:17.000000 +00:00
471,103,2,2022-02-15 10:09:17.000000 +00:00
472,103,2,2022-02-15 10:09:17.000000 +00:00
473,104,2,2022-02-15 10:09:17.000000 +00:00
474,104,2,2022-02-15 10:09:17.000000 +00:00
475,104,2,2022-02-15 10:09:17.000000 +00:00
476,105,1,2022-02-15 10:09:17.000000 +00:00
477,105,1,2022-02-15 10:09:17.000000 +00:00
478,105,2,2022-02-15 10:09:17.000000 +00:00
479,105,2,2022-02-15 10:09:17.000000 +00:00
480,105,2,2022-02-15 10:09:17.000000 +00:00
481,106,1,2022-02-15 10:09:17.000000 +00:00
482,106,1,2022-02-15 10:09:17.000000 +00:00
483,107,2,2022-02-15 10:09:17.000000 +00:00
484,107,2,2022-02-15 10:09:17.000000 +00:00
485,109,1,2022-02-15 10:09:17.000000 +00:00
486,109,1,2022-02-15 10:09:17.000000 +00:00
487,109,1,2022-02-15 10:09:17.000000 +00:00
488,109,1,2022-02-15 10:09:17.000000 +00:00
489,109,2,2022-02-15 10:09:17.000000 +00:00
490,109,2,2022-02-15 10:09:17.000000 +00:00
491,109,2,2022-02-15 10:09:17.000000 +00:00
492,109,2,2022-02-15 10:09:17.000000 +00:00
493,110,1,2022-02-15 10:09:17.000000 +00:00
494,110,1,2022-02-15 10:09:17.000000 +00:00
495,110,1,2022-02-15 10:09:17.000000 +00:00
496,110,1,2022-02-15 10:09:17.000000 +00:00
497,111,2,2022-02-15 10:09:17.000000 +00:00
498,111,2,2022-02-15 10:09:17.000000 +00:00
499,111,2,2022-02-15 10:09:17.000000 +00:00
500,111,2,2022-02-15 10:09:17.000000 +00:00
501,112,1,2022-02-15 10:09:17.000000 +00:00
502,112,1,2022-02-15 10:09:17.000000 +00:00
503,112,1,2022-02-15 10:09:17.000000 +00:00
504,112,1,2022-02-15 10:09:17.000000 +00:00
505,112,2,2022-02-15 10:09:17.000000 +00:00
506,112,2,2022-02-15 10:09:17.000000 +00:00
507,112,2,2022-02-15 10:09:17.000000 +00:00
508,113,2,2022-02-15 10:09:17.000000 +00:00
509,113,2,2022-02-15 10:09:17.000000 +00:00
510,113,2,2022-02-15 10:09:17.000000 +00:00
511,113,2,2022-02-15 10:09:17.000000 +00:00
512,114,1,2022-02-15 10:09:17.000000 +00:00
513,114,1,2022-02-15 10:09:17.000000 +00:00
514,114,1,2022-02-15 10:09:17.000000 +00:00
515,114,1,2022-02-15 10:09:17.000000 +00:00
516,114,2,2022-02-15 10:09:17.000000 +00:00
517,114,2,2022-02-15 10:09:17.000000 +00:00
