film_id,category_id,last_update
90,13,2022-02-15 10:07:09.000000 +00:00
91,4,2022-02-15 10:07:09.000000 +00:00
92,11,2022-02-15 10:07:09.000000 +00:00
93,13,2022-02-15 10:07:09.000000 +00:00
94,8,2022-02-15 10:07:09.000000 +00:00
95,13,2022-02-15 10:07:09.000000 +00:00
96,13,2022-02-15 10:07:09.000000 +00:00
97,1,2022-02-15 10:07:09.000000 +00:00
98,7,2022-02-15 10:07:09.000000 +00:00
99,5,2022-02-15 10:07:09.000000 +00:00
100,9,2022-02-15 10:07:09.000000 +00:00
101,6,2022-02-15 10:07:09.000000 +00:00
102,15,2022-02-15 10:07:09.000000 +00:00
103,16,2022-02-15 10:07:09.000000 +00:00
104,9,2022-02-15 10:07:09.000000 +00:00
105,1,2022-02-15 10:07:09.000000 +00:00
106,10,2022-02-15 10:07:09.000000 +00:00
107,7,2022-02-15 10:07:09.000000 +00:00
108,13,2022-02-15 10:07:09.000000 +00:00
109,13,2022-02-15 10:07:09.000000 +00:00
110,3,2022-02-15 10:07:09.000000 +00:00
111,1,2022-02-15 10:07:09.000000 +00:00
112,9,2022-02-15 10:07:09.000000 +00:00
113,15,2022-02-15 10:07:09.000000 +00:00
114,14,2022-02-15 10:07:09.000000 +00:00
115,1,2022-02-15 10:07:09.000000 +00:00
116,4,2022-02-15 10:07:09.000000 +00:00
117,10,2022-02-15 10:07:09.000000 +00:00
118,2,2022-02-15 10:07:09.000000 +00:00
119,5,2022-02-15 10:07:09.000000 +00:00
120,15,2022-02-15 10:07:09.000000 +00:00
121,2,2022-02-15 10:07:09.000000 +00:00
122,11,2022-02-15 10:07:09.000000 +00:00
123,16,2022-02-15 10:07:09.000000 +00:00
124,3,2022-02-15 10:07:09.000000 +00:00
125,16,2022-02-15 10:07:09.000000 +00:00
126,1,2022-02-15 10:07:09.000000 +00:00
127,5,2022-02-15 10:07:09.000000 +00:00
128,9,2022-02-15 10:07:09.000000 +00:00
129,6,2022-02-15 10:07:09.000000 +00:00
130,1,2022-02-15 10:07:09.000000 +00:00
131,4,2022-02-15 10:07:09.000000 +00:00
132,14,2022-02-15 10:07:09.000000 +00:00
133,12,2022-02-15 10:07:09.000000 +00:00
134,2,2022-02-15 10:07:09.000000 +00:00
135,15,2022-02-15 10:07:09.000000 +00:00
136,13,2022-02-15 10:07:09.000000 +00:00
137,14,2022-02-15 10:07:09.000000 +00:00
138,14,2022-02-15 10:07:09.000000 +00:00
139,8,2022-02-15 10:07:09.000000 +00:00
140,14,2022-02-15 10:07:09.000000 +00:00
141,10,2022-02-15 10:07:09.000000 +00:00
142,6,2022-02-15 10:07:09.000000 +00:00
143,7,2022-02-15 10:07:09.000000 +00:00
144,13,2022-02-15 10:07:09.000000 +00:00
145,8,2022-02-15 10:07:09.000000 +00:00
146,7,2022-02-15 10:07:09.000000 +00:00
147,8,2022-02-15 10:07:09.000000 +00:00
148,9,2022-02-15 10:07:09.000000 +00:00
149,3,2022-02-15 10:07:09.000000 +00:00
150,6,2022-02-15 10:07:09.000000 +00:00
151,14,2022-02-15 10:07:09.000000 +00:00
152,3,2022-02-15 10:07:09.000000 +00:00
153,14,2022-02-15 10:07:09.000000 +00:00
154,2,2022-02-15 10:07:09.000000 +00:00
155,13,2022-02-15 10:07:09.000000 +00:00
156,6,2022-02-15 10:07:09.000000 +00:00
157,3,2022-02-15 10:07:09.000000 +00:00
158,12,2022-02-15 10:07:09.000000 +00:00
159,5,2022-02-15 10:07:09.000000 +00:00
160,2,2022-02-15 10:07:09.000000 +00:00
161,12,2022-02-15 10:07:09.000000 +00:00
162,1,2022-02-15 10:07:09.000000 +00:00
163,13,2022-02-15 10:07:09.000000 +00:00
164,6,2022-02-15 10:07:09.000000 +00:00
165,14,2022-02-15 10:07:09.000000 +00:00
166,4,2022-02-15 10:07:09.000000 +00:00
167,16,2022-02-15 10:07:09.000000 +00:00
168,3,2022-02-15 10:07:09.000000 +00:00
169,16,2022-02-15 10:07:09.000000 +00:00
170,9,2022-02-15 10:07:09.000000 +00:00
171,11,2022-02-15 10:07:09.000000 +00:00
172,7,2022-02-15 10:07:09.000000 +00:00
173,7,2022-02-15 10:07:09.000000 +00:00
174,12,2022-02-15 10:07:09.000000 +00:00
175,8,2022-02-15 10:07:09.000000 +00:00
176,15,2022-02-15 10:07:09.000000 +00:00
177,14,2022-02-15 10:07:09.000000 +00:00
178,5,2022-02-15 10:07:09.000000 +00:00
179,7,2022-02-15 10:07:09.000000 +00:00
180,4,2022-02-15 10:07:09.000000 +00:00
181,16,2022-02-15 10:07:09.000000 +00:00
182,5,2022-02-15 10:07:09.000000 +00:00
183,8,2022-02-15 10:07:09.000000 +00:00
184,4,2022-02-15 10:07:09.000000 +00:00
185,9,2022-02-15 10:07:09.000000 +00:00
186,7,2022-02-15 10:07:09.000000 +00:00
187,15,2022-02-15 10:07:09.000000 +00:00
188,5,2022-02-15 10:07:09.000000 +00:00
189,10,2022-02-15 10:07:09.000000 +00:00
190,4,2022-02-15 10:07:09.000000 +00:00
191,3,2022-02-15 10:07:09.000000 +00:00
192,9,2022-02-15 10:07:09.000000 +00:00
193,2,2022-02-15 10:07:09.000000 +00:00
194,1,2022-02-15 10:07:09.000000 +00:00
195,14,2022-02-15 10:07:09.000000 +00:00
196,4,2022-02-15 10:07:09.000000 +00:00
197,15,2022-02-15 10:07:09.000000 +00:00
198,9,2022-02-15 10:07:09.000000 +00:00
199,6,2022-02-15 10:07:09.000000 +00:00
200,10,2022-02-15 10:07:09.000000 +00:00
201,9,2022-02-15 10:07:09.000000 +00:00
202,5,2022-02-15 10:07:09.000000 +00:00
203,14,2022-02-15 10:07:09.000000 +00:00
204,7,2022-02-15 10:07:09.000000 +00:00
205,1,2022-02-15 10:07:09.000000 +00:00
206,6,2022-02-15 10:07:09.000000 +00:00
207,9,2022-02-15 10:07:09.000000 +00:00
208,2,2022-02-15 10:07:09.000000 +00:00
209,7,2022-02-15 10:07:09.000000 +00:00
210,1,2022-02-15 10:07:09.000000 +00:00
211,10,2022-02-15 10:07:09.000000 +00:00
212,1,2022-02-15 10:07:09.000000 +00:00
213,8,2022-02-15 10:07:09.000000 +00:00
214,3,2022-02-15 10:07:09.000000 +00:00
215,10,2022-02-15 10:07:09.000000 +00:00
216,13,2022-02-15 10:07:09.000000 +00:00
217,10,2022-02-15 10:07:09.000000 +00:00
218,7,2022-02-15 10:07:09.000000 +00:00
219,6,2022-02-15 10:07:09.000000 +00:00
220,12,2022-02-15 10:07:09.000000 +00:00
221,6,2022-02-15 10:07:09.000000 +00:00
222,11,2022-02-15 10:07:09.000000 +00:00
223,2,2022-02-15 10:07:09.000000 +00:00
224,16,2022-02-15 10:07:09.000000 +00:00
225,7,2022-02-15 10:07:09.000000 +00:00
226,13,2022-02-15 10:07:09.000000 +00:00
227,10,2022-02-15 10:07:09.000000 +00:00
228,4,2022-02-15 10:07:09.000000 +00:00
229,1,2022-02-15 10:07:09.000000 +00:00
230,7,2022-02-15 10:07:09.000000 +00:00
231,8,2022-02-15 10:07:09.000000 +00:00
232,10,2022-02-15 10:07:09.000000 +00:00
233,16,2022-02-15 10:07:09.000000 +00:00
234,14,2022-02-15 10:07:09.000000 +00:00
235,14,2022-02-15 10:07:09.000000 +00:00
236,10,2022-02-15 10:07:09.000000 +00:00
237,15,2022-02-15 10:07:09.000000 +00:00
238,3,2022-02-15 10:07:09.000000 +00:00
239,2,2022-02-15 10:07:09.000000 +00:00
240,14,2022-02-15 10:07:09.000000 +00:00
241,2,2022-02-15 10:07:09.000000 +00:00
242,5,2022-02-15 10:07:09.000000 +00:00
243,2,2022-02-15 10:07:09.000000 +00:00
244,12,2022-02-15 10:07:09.000000 +00:00
245,2,2022-02-15 10:07:09.000000 +00:00
246,9,2022-02-15 10:07:09.000000 +00:00
247,5,2022-02-15 10:07:09.000000 +00:00
248,6,2022-02-15 10:07:09.000000 +00:00
249,4,2022-02-15 10:07:09.000000 +00:00
250,1,2022-02-15 10:07:09.000000 +00:00
251,13,2022-02-15 10:07:09.000000 +00:00
252,1,2022-02-15 10:07:09.000000 +00:00
253,1,2022-02-15 10:07:09.000000 +00:00
254,15,2022-02-15 10:07:09.000000 +00:00
255,12,2022-02-15 10:07:09.000000 +00:00
256,15,2022-02-15 10:07:09.000000 +00:00
257,16,2022-02-15 10:07:09.000000 +00:00
258,11,2022-02-15 10:07:09.000000 +00:00
259,2,2022-02-15 10:07:09.000000 +00:00
260,15,2022-02-15 10:07:09.000000 +00:00
261,6,2022-02-15 10:07:09.000000 +00:00
262,8,2022-02-15 10:07:09.000000 +00:00
263,15,2022-02-15 10:07:09.000000 +00:00
264,10,2022-02-15 10:07:09.000000 +00:00
265,5,2022-02-15 10:07:09.000000 +00:00
266,4,2022-02-15 10:07:09.000000 +00:00
267,13,2022-02-15 10:07:09.000000 +00:00
268,2,2022-02-15 10:07:09.000000 +00:00
269,8,2022-02-15 10:07:09.000000 +00:00
270,13,2022-02-15 10:07:09.000000 +00:00
271,1,2022-02-15 10:07:09.000000 +00:00
272,7,2022-02-15 10:07:09.000000 +00:00
273,8,2022-02-15 10:07:09.000000 +00:00
274,6,2022-02-15 10:07:09.000000 +00:00
275,11,2022-02-15 10:07:09.000000 +00:00
276,5,2022-02-15 10:07:09.000000 +00:00
277,11,2022-02-15 10:07:09.000000 +00:00
278,12,2022-02-15 10:07:09.000000 +00:00
279,15,2022-02-15 10:07:09.000000 +00:00
280,3,2022-02-15 10:07:09.000000 +00:00
281,10,2022-02-15 10:07:09.000000 +00:00
282,7,2022-02-15 10:07:09.000000 +00:00
283,13,2022-02-15 10:07:09.000000 +00:00
284,12,2022-02-15 10:07:09.000000 +00:00
285,14,2022-02-15 10:07:09.000000 +00:00
286,16,2022-02-15 10:07:09.000000 +00:00
287,1,2022-02-15 10:07:09.000000 +00:00
288,16,2022-02-15 10:07:09.000000 +00:00
289,13,2022-02-15 10:07:09.000000 +00:00
290,9,2022-02-15 10:07:09.000000 +00:00
291,15,2022-02-15 10:07:09.000000 +00:00
292,1,2022-02-15 10:07:09.000000 +00:00
293,15,2022-02-15 10:07:09.000000 +00:00
294,16,2022-02-15 10:07:09.000000 +00:00
295,6,2022-02-15 10:07:09.000000 +00:00
296,14,2022-02-15 10:07:09.000000 +00:00
297,4,2022-02-15 10:07:09.000000 +00:00
298,14,2022-02-15 10:07:09.000000 +00:00
299,16,2022-02-15 10:07:09.000000 +00:00
300,2,2022-02-15 10:07:09.000000 +00:00
301,11,2022-02-15 10:07:09.000000 +00:00
302,10,2022-02-15 10:07:09.000000 +00:00
303,1,2022-02-15 10:07:09.000000 +00:00
304,3,2022-02-15 10:07:09.000000 +00:00
305,13,2022-02-15 10:07:09.000000 +00:00
306,10,2022-02-15 10:07:09.000000 +00:00
307,16,2022-02-15 10:07:09.000000 +00:00
308,5,2022-02-15 10:07:09.000000 +00:00
309,8,2022-02-15 10:07:09.000000 +00:00
310,10,2022-02-15 10:07:09.000000 +00:00
311,9,2022-02-15 10:07:09.000000 +00:00
312,14,2022-02-15 10:07:09.000000 +00:00
313,11,2022-02-15 10:07:09.000000 +00:00
314,2,2022-02-15 10:07:09.000000 +00:00
315,8,2022-02-15 10:07:09.000000 +00:00
316,10,2022-02-15 10:07:09.000000 +00:00
317,5,2022-02-15 10:07:09.000000 +00:00
318,1,2022-02-15 10:07:09.000000 +00:00
319,14,2022-02-15 10:07:09.000000 +00:00
320,13,2022-02-15 10:07:09.000000 +00:00
321,13,2022-02-15 10:07:09.000000 +00:00
322,15,2022-02-15 10:07:09.000000 +00:00
323,15,2022-02-15 10:07:09.000000 +00:00
324,5,2022-02-15 10:07:09.000000 +00:00
325,2,2022-02-15 10:07:09.000000 +00:00
326,2,2022-02-15 10:07:09.000000 +00:00
327,1,2022-02-15 10:07:09.000000 +00:00
328,3,2022-02-15 10:07:09.000000 +00:00
329,1,2022-02-15 10:07:09.000000 +00:00
330,2,2022-02-15 10:07:09.000000 +00:00
331,10,2022-02-15 10:07:09.000000 +00:00
332,5,2022-02-15 10:07:09.000000 +00:00
333,12,2022-02-15 10:07:09.000000 +00:00
334,11,2022-02-15 10:07:09.000000 +00:00
335,5,2022-02-15 10:07:09.000000 +00:00
336,6,2022-02-15 10:07:09.000000 +00:00
337,9,2022-02-15 10:07:09.000000 +00:00
338,14,2022-02-15 10:07:09.000000 +00:00
339,16,2022-02-15 10:07:09.000000 +00:00
340,13,2022-02-15 10:07:09.000000 +00:00
341,4,2022-02-15 10:07:09.000000 +00:00
342,16,2022-02-15 10:07:09.000000 +00:00
343,3,2022-02-15 10:07:09.000000 +00:00
344,3,2022-02-15 10:07:09.000000 +00:00
345,8,2022-02-15 10:07:09.000000 +00:00
346,4,2022-02-15 10:07:09.000000 +00:00
347,16,2022-02-15 10:07:09.000000 +00:00
348,8,2022-02-15 10:07:09.000000 +00:00
349,2,2022-02-15 10:07:09.000000 +00:00
350,14,2022-02-15 10:07:09.000000 +00:00
351,11,2022-02-15 10:07:09.000000 +00:00
352,10,2022-02-15 10:07:09.000000 +00:00
353,9,2022-02-15 10:07:09.000000 +00:00
354,3,2022-02-15 10:07:09.000000 +00:00
355,2,2022-02-15 10:07:09.000000 +00:00
356,3,2022-02-15 10:07:09.000000 +00:00
357,4,2022-02-15 10:07:09.000000 +00:00
358,4,2022-02-15 10:07:09.000000 +00:00
359,8,2022-02-15 10:07:09.000000 +00:00
360,1,2022-02-15 10:07:09.000000 +00:00
361,15,2022-02-15 10:07:09.000000 +00:00
362,10,2022-02-15 10:07:09.000000 +00:00
363,12,2022-02-15 10:07:09.000000 +00:00
364,13,2022-02-15 10:07:09.000000 +00:00
365,5,2022-02-15 10:07:09.000000 +00:00
366,7,2022-02-15 10:07:09.000000 +00:00
367,14,2022-02-15 10:07:09.000000 +00:00
368,7,2022-02-15 10:07:09.000000 +00:00
369,14,2022-02-15 10:07:09.000000 +00:00
370,3,2022-02-15 10:07:09.000000 +00:00
371,1,2022-02-15 10:07:09.000000 +00:00
372,15,2022-02-15 10:07:09.000000 +00:00
373,3,2022-02-15 10:07:09.000000 +00:00
374,14,2022-02-15 10:07:09.000000 +00:00
375,1,2022-02-15 10:07:09.000000 +00:00
376,9,2022-02-15 10:07:09.000000 +00:00
377,8,2022-02-15 10:07:09.000000 +00:00
378,12,2022-02-15 10:07:09.000000 +00:00
379,7,2022-02-15 10:07:09.000000 +00:00
380,9,2022-02-15 10:07:09.000000 +00:00
381,10,2022-02-15 10:07:09.000000 +00:00
382,10,2022-02-15 10:07:09.000000 +00:00
383,15,2022-02-15 10:07:09.000000 +00:00
384,12,2022-02-15 10:07:09.000000 +00:00
385,5,2022-02-15 10:07:09.000000 +00:00
386,16,2022-02-15 10:07:09.000000 +00:00
387,10,2022-02-15 10:07:09.000000 +00:00
388,5,2022-02-15 10:07:09.000000 +00:00
389,15,2022-02-15 10:07:09.000000 +00:00
390,14,2022-02-15 10:07:09.000000 +00:00
391,8,2022-02-15 10:07:09.000000 +00:00
392,3,2022-02-15 10:07:09.000000 +00:00
393,6,2022-02-15 10:07:09.000000 +00:00
394,14,2022-02-15 10:07:09.000000 +00:00
395,1,2022-02-15 10:07:09.000000 +00:00
396,7,2022-02-15 10:07:09.000000 +00:00
397,14,2022-02-15 10:07:09.000000 +00:00
398,12,2022-02-15 10:07:09.000000 +00:00
399,9,2022-02-15 10:07:09.000000 +00:00
400,6,2022-02-15 10:07:09.000000 +00:00
401,7,2022-02-15 10:07:09.000000 +00:00
402,2,2022-02-15 10:07:09.000000 +00:00
403,7,2022-02-15 10:07:09.000000 +00:00
404,5,2022-02-15 10:07:09.000000 +00:00
405,16,2022-02-15 10:07:09.000000 +00:00
406,10,2022-02-15 10:07:09.000000 +00:00
407,6,2022-02-15 10:07:09.000000 +00:00
408,10,2022-02-15 10:07:09.000000 +00:00
409,3,2022-02-15 10:07:09.000000 +00:00
410,5,2022-02-15 10:07:09.000000 +00:00
411,12,2022-02-15 10:07:09.000000 +00:00
412,6,2022-02-15 10:07:09.000000 +00:00
413,5,2022-02-15 10:07:09.000000 +00:00
414,9,2022-02-15 10:07:09.000000 +00:00
415,11,2022-02-15 10:07:09.000000 +00:00
416,9,2022-02-15 10:07:09.000000 +00:00
417,1,2022-02-15 10:07:09.000000 +00:00
418,7,2022-02-15 10:07:09.000000 +00:00
419,8,2022-02-15 10:07:09.000000 +00:00
420,15,2022-02-15 10:07:09.000000 +00:00
421,9,2022-02-15 10:07:09.000000 +00:00
422,14,2022-02-15 10:07:09.000000 +00:00
423,3,2022-02-15 10:07:09.000000 +00:00
424,3,2022-02-15 10:07:09.000000 +00:00
425,4,2022-02-15 10:07:09.000000 +00:00
426,12,2022-02-15 10:07:09.000000 +00:00
427,6,2022-02-15 10:07:09.000000 +00:00
428,8,2022-02-15 10:07:09.000000 +00:00
429,15,2022-02-15 10:07:09.000000 +00:00
430,2,2022-02-15 10:07:09.000000 +00:00
431,9,2022-02-15 10:07:09.000000 +00:00
432,4,2022-02-15 10:07:09.000000 +00:00
433,2,2022-02-15 10:07:09.000000 +00:00
434,16,2022-02-15 10:07:09.000000 +00:00
435,9,2022-02-15 10:07:09.000000 +00:00
436,13,2022-02-15 10:07:09.000000 +00:00
437,8,2022-02-15 10:07:09.000000 +00:00
438,10,2022-02-15 10:07:09.000000 +00:00
439,7,2022-02-15 10:07:09.000000 +00:00
440,9,2022-02-15 10:07:09.000000 +00:00
441,6,2022-02-15 10:07:09.000000 +00:00
442,8,2022-02-15 10:07:09.000000 +00:00
443,5,2022-02-15 10:07:09.000000 +00:00
444,5,2022-02-15 10:07:09.000000 +00:00
445,4,2022-02-15 10:07:09.000000 +00:00
446,15,2022-02-15 10:07:09.000000 +00:00
447,10,2022-02-15 10:07:09.000000 +00:00
448,13,2022-02-15 10:07:09.000000 +00:00
449,14,2022-02-15 10:07:09.000000 +00:00
450,3,2022-02-15 10:07:09.000000 +00:00
451,16,2022-02-15 10:07:09.000000 +00:00
452,9,2022-02-15 10:07:09.000000 +00:00
453,15,2022-02-15 10:07:09.000000 +00:00
454,12,2022-02-15 10:07:09.000000 +00:00
455,9,2022-02-15 10:07:09.000000 +00:00
456,2,2022-02-15 10:07:09.000000 +00:00
457,6,2022-02-15 10:07:09.000000 +00:00
458,8,2022-02-15 10:07:09.000000 +00:00
459,9,2022-02-15 10:07:09.000000 +00:00
460,9,2022-02-15 10:07:09.000000 +00:00
461,2,2022-02-15 10:07:09.000000 +00:00
462,12,2022-02-15 10:07:09.000000 +00:00
463,15,2022-02-15 10:07:09.000000 +00:00
464,2,2022-02-15 10:07:09.000000 +00:00
465,13,2022-02-15 10:07:09.000000 +00:00
466,6,2022-02-15 10:07:09.000000 +00:00
467,9,2022-02-15 10:07:09.000000 +00:00
468,3,2022-02-15 10:07:09.000000 +00:00
469,4,2022-02-15 10:07:09.000000 +00:00
470,2,2022-02-15 10:07:09.000000 +00:00
471,4,2022-02-15 10:07:09.000000 +00:00
472,16,2022-02-15 10:07:09.000000 +00:00
473,7,2022-02-15 10:07:09.000000 +00:00
474,15,2022-02-15 10:07:09.000000 +00:00
475,11,2022-02-15 10:07:09.000000 +00:00
476,8,2022-02-15 10:07:09.000000 +00:00
477,12,2022-02-15 10:07:09.000000 +00:00
478,5,2022-02-15 10:07:09.000000 +00:00
479,8,2022-02-15 10:07:09.000000 +00:00
480,4,2022-02-15 10:07:09.000000 +00:00
481,13,2022-02-15 10:07:09.000000 +00:00
482,4,2022-02-15 10:07:09.000000 +00:00
483,10,2022-02-15 10:07:09.000000 +00:00
484,4,2022-02-15 10:07:09.000000 +00:00
485,3,2022-02-15 10:07:09.000000 +00:00
486,9,2022-02-15 10:07:09.000000 +00:00
487,4,2022-02-15 10:07:09.000000 +00:00
488,15,2022-02-15 10:07:09.000000 +00:00
489,2,2022-02-15 10:07:09.000000 +00:00
490,13,2022-02-15 10:07:09.000000 +00:00
491,3,2022-02-15 10:07:09.000000 +00:00
492,13,2022-02-15 10:07:09.000000 +00:00
493,9,2022-02-15 10:07:09.000000 +00:00
494,11,2022-02-15 10:07:09.000000 +00:00
495,11,2022-02-15 10:07:09.000000 +00:00
496,16,2022-02-15 10:07:09.000000 +00:00
497,6,2022-02-15 10:07:09.000000 +00:00
498,8,2022-02-15 10:07:09.000000 +00:00
499,8,2022-02-15 10:07:09.000000 +00:00
500,9,2022-02-15 10:07:09.000000 +00:00
501,1,2022-02-15 10:07:09.000000 +00:00
502,5,2022-02-15 10:07:09.000000 +00:00
503,15,2022-02-15 10:07:09.000000 +00:00
504,7,2022-02-15 10:07:09.000000 +00:00
505,3,2022-02-15 10:07:09.000000 +00:00
506,11,2022-02-15 10:07:09.000000 +00:00
507,10,2022-02-15 10:07:09.000000 +00:00
508,10,2022-02-15 10:07:09.000000 +00:00
509,3,2022-02-15 10:07:09.000000 +00:00
510,2,2022-02-15 10:07:09.000000 +00:00
511,1,2022-02-15 10:07:09.000000 +00:00
512,4,2022-02-15 10:07:09.000000 +00:00
513,16,2022-02-15 10:07:09.000000 +00:00
514,7,2022-02-15 10:07:09.000000 +00:00
515,3,2022-02-15 10:07:09.000000 +00:00
516,12,2022-02-15 10:07:09.000000 +00:00
517,15,2022-02-15 10:07:09.000000 +00:00
518,16,2022-02-15 10:07:09.000000 +00:00
519,15,2022-02-15 10:07:09.000000 +00:00
520,14,2022-02-15 10:07:09.000000 +00:00
521,7,2022-02-15 10:07:09.000000 +00:00
522,5,2022-02-15 10:07:09.000000 +00:00
523,4,2022-02-15 10:07:09.000000 +00:00
524,5,2022-02-15 10:07:09.000000 +00:00
525,4,2022-02-15 10:07:09.000000 +00:00
526,16,2022-02-15 10:07:09.000000 +00:00
527,11,2022-02-15 10:07:09.000000 +00:00
528,8,2022-02-15 10:07:09.000000 +00:00
529,5,2022-02-15 10:07:09.000000 +00:00
530,1,2022-02-15 10:07:09.000000 +00:00
531,9,2022-02-15 10:07:09.000000 +00:00
532,15,2022-02-15 10:07:09.000000 +00:00
533,9,2022-02-15 10:07:09.000000 +00:00
534,8,2022-02-15 10:07:09.000000 +00:00
535,11,2022-02-15 10:07:09.000000 +00:00
536,4,2022-02-15 10:07:09.000000 +00:00
537,4,2022-02-15 10:07:09.000000 +00:00
538,13,2022-02-15 10:07:09.000000 +00:00
539,7,2022-02-15 10:07:09.000000 +00:00
540,12,2022-02-15 10:07:09.000000 +00:00
541,2,2022-02-15 10:07:09.000000 +00:00
542,1,2022-02-15 10:07:09.000000 +00:00
543,16,2022-02-15 10:07:09.000000 +00:00
544,6,2022-02-15 10:07:09.000000 +00:00
545,9,2022-02-15 10:07:09.000000 +00:00
546,10,2022-02-15 10:07:09.000000 +00:00
547,3,2022-02-15 10:07:09.000000 +00:00
548,4,2022-02-15 10:07:09.000000 +00:00
549,1,2022-02-15 10:07:09.000000 +00:00
550,8,2022-02-15 10:07:09.000000 +00:00
551,13,2022-02-15 10:07:09.000000 +00:00
552,6,2022-02-15 10:07:09.000000 +00:00
553,3,2022-02-15 10:07:09.000000 +00:00
554,4,2022-02-15 10:07:09.000000 +00:00
555,5,2022-02-15 10:07:09.000000 +00:00
556,10,2022-02-15 10:07:09.000000 +00:00
557,8,2022-02-15 10:07:09.000000 +00:00
558,13,2022-02-15 10:07:09.000000 +00:00
559,14,2022-02-15 10:07:09.000000 +00:00
